word,numtotal,numNaMo,numRaGa,numDidi,NaMo,RaGa,Didi,NaMo_perc,RaGa_perc,Didi_perc,NaMo_percNorm,RaGa_percNorm,Didi_percNorm,X,Y,color_coded,size,max_said,Max_used_by
diplomatically,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
diplomatswhat,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
direct,4,1.0,1.0,2.0,0.25,0.25,0.5,2.2647491790284225e-05,3.9984006397441024e-05,7.213185703465936e-05,0.0004653327128897161,0.001002004008016032,0.0024067388688327317,0.24943620600933208,0.22399173829602234,Didi,0,numDidi,Didi
directed,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
direction,6,4.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,9.05899671611369e-05,3.9984006397441024e-05,3.606592851732968e-05,0.0018613308515588645,0.001002004008016032,0.0012033694344163659,0.5808961470489341,0.21338185983128044,Other,0,numNaMo,NaMo
directionally,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
directionless,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
directly,5,2.0,3.0,0.0,0.4,0.6,0.0,4.529498358056845e-05,0.00011995201919232307,0.0,0.0009306654257794322,0.003006012024048096,0.0,0.6182044297050812,0.6612893258555343,Other,0,numRaGa,RaGa
director,32,0.0,7.0,25.0,0.0,0.21875,0.78125,0.0,0.00027988804478208716,0.000901648212933242,0.0,0.007014028056112224,0.030084235860409148,0.0945331036500146,0.16373613851900018,Didi,0,numDidi,Didi
directorate,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
dirt,6,6.0,0.0,0.0,1.0,0.0,0.0,0.00013588495074170535,0.0,0.0,0.0027919962773382966,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dirtied,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dirty,3,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,4.529498358056845e-05,3.9984006397441024e-05,0.0,0.0009306654257794322,0.001002004008016032,0.0,0.7407720144752714,0.44899604167255935,Mid2,0,numNaMo,NaMo
disabilities,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
disability,5,1.0,3.0,1.0,0.2,0.6,0.2,2.2647491790284225e-05,0.00011995201919232307,3.606592851732968e-05,0.0004653327128897161,0.003006012024048096,0.0012033694344163659,0.42106076495016437,0.5568859787962196,Other,0,numRaGa,RaGa
disabled,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disagree,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disagreed,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disappear,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
disappeared,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disappointed,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disappointing,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disarmament,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
disassociate,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disaster,23,4.0,8.0,11.0,0.17391304347826086,0.34782608695652173,0.4782608695652174,9.05899671611369e-05,0.0003198720511795282,0.00039672521369062645,0.0018613308515588645,0.008016032064128256,0.013237063778580024,0.25392569589790914,0.3003356949712908,Didi,0,numDidi,Didi
disasterhomage,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
disastrous,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discharged,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disciple,3,1.0,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666,2.2647491790284225e-05,0.0,7.213185703465936e-05,0.0004653327128897161,0.0,0.0024067388688327317,0.16201988691752778,0.0,Didi,0,numDidi,Didi
discipline,4,1.0,1.0,2.0,0.25,0.25,0.5,2.2647491790284225e-05,3.9984006397441024e-05,7.213185703465936e-05,0.0004653327128897161,0.001002004008016032,0.0024067388688327317,0.24943620600933208,0.22399173829602234,Didi,0,numDidi,Didi
discnda,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
discomfort,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disconnected,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discontinued,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
discount,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
discounted,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
discounting,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discourse,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discover,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discoverer,3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.00010819778555198904,0.0,0.0,0.0036101083032490976,0.0,0.0,Didi,0,numDidi,Didi
discovering,2,0.0,1.0,1.0,0.0,0.5,0.5,0.0,3.9984006397441024e-05,3.606592851732968e-05,0.0,0.001002004008016032,0.0012033694344163659,0.22717331875341712,0.3934757302049581,Other,0,numRaGa,RaGa
discovery,2,1.0,0.0,1.0,0.5,0.0,0.5,2.2647491790284225e-05,0.0,3.606592851732968e-05,0.0004653327128897161,0.0,0.0012033694344163659,0.27885906040268454,0.0,Didi,0,numNaMo,NaMo
discriminate,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
discriminated,2,0.0,1.0,1.0,0.0,0.5,0.5,0.0,3.9984006397441024e-05,3.606592851732968e-05,0.0,0.001002004008016032,0.0012033694344163659,0.22717331875341712,0.3934757302049581,Other,0,numRaGa,RaGa
discrimination,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,7.996801279488205e-05,3.606592851732968e-05,0.0,0.002004008016032064,0.0012033694344163659,0.31240601503759396,0.5411030906352394,Mid1,0,numRaGa,RaGa
discriminationindia,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
discriminatory,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
discus,20,15.0,5.0,0.0,0.75,0.25,0.0,0.0003397123768542634,0.00019992003198720512,0.0,0.006979990693345742,0.00501002004008016,0.0,0.7910752479097803,0.36186828557899253,Other,0,numNaMo,NaMo
discussed,48,31.0,16.0,1.0,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.000702072245498811,0.0006397441023590564,3.606592851732968e-05,0.0144253140995812,0.01603206412825651,0.0012033694344163659,0.7088065766199202,0.438529593750689,Mid2,30,numNaMo,NaMo
discussing,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
discussion,47,27.0,17.0,3.0,0.574468085106383,0.3617021276595745,0.06382978723404255,0.0006114822783376741,0.0006797281087564974,0.00010819778555198904,0.012563983248022336,0.017034068136272545,0.0036101083032490976,0.6348143803965707,0.44422623459439575,Mid2,30,numNaMo,NaMo
disdain,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disease,11,1.0,0.0,10.0,0.09090909090909091,0.0,0.9090909090909091,2.2647491790284225e-05,0.0,0.0003606592851732968,0.0004653327128897161,0.0,0.012033694344163659,0.03722951480668428,0.0,Didi,0,numDidi,Didi
diseasesremembering,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
diseasetoday,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
disempower,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disenfranchised,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disgraceful,4,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0001599360255897641,0.0,0.0,0.004008016032064128,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disgust,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disgusted,4,1.0,3.0,0.0,0.25,0.75,0.0,2.2647491790284225e-05,0.00011995201919232307,0.0,0.0004653327128897161,0.003006012024048096,0.0,0.5670248488918737,0.7499349601340867,RaGa,0,numRaGa,RaGa
dish,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dishonest,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dishonoured,3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.00011995201919232307,0.0,0.0,0.003006012024048096,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disinformation,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
dislike,4,4.0,0.0,0.0,1.0,0.0,0.0,9.05899671611369e-05,0.0,0.0,0.0018613308515588645,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dismal,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dismissed,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disorder,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
dispel,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
dispensationintimidation,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
displaced,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
display,8,4.0,1.0,3.0,0.5,0.125,0.375,9.05899671611369e-05,3.9984006397441024e-05,0.00010819778555198904,0.0018613308515588645,0.001002004008016032,0.0036101083032490976,0.3649267933846088,0.13404936195611167,Mid3,0,numNaMo,NaMo
displayed,2,0.0,1.0,1.0,0.0,0.5,0.5,0.0,3.9984006397441024e-05,3.606592851732968e-05,0.0,0.001002004008016032,0.0012033694344163659,0.22717331875341712,0.3934757302049581,Other,0,numRaGa,RaGa
disposable,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disposition,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
dispute,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
disregard,2,1.0,1.0,0.0,0.5,0.5,0.0,2.2647491790284225e-05,3.9984006397441024e-05,0.0,0.0004653327128897161,0.001002004008016032,0.0,0.6585637114712424,0.5913849992795546,Mid2,0,numNaMo,NaMo
disrespect,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disrespected,3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.00011995201919232307,0.0,0.0,0.003006012024048096,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disrespectful,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disrespecting,4,3.0,1.0,0.0,0.75,0.25,0.0,6.794247537085267e-05,3.9984006397441024e-05,0.0,0.0013959981386691483,0.001002004008016032,0.0,0.7910752479097802,0.36186828557899253,Other,0,numNaMo,NaMo
disruption,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
disseminated,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dissemination,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dissent,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
dissentwhat,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disservice,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
dissolved,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dist,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
distance,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
distanced,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
distant,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
distinct,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
distinction,2,1.0,1.0,0.0,0.5,0.5,0.0,2.2647491790284225e-05,3.9984006397441024e-05,0.0,0.0004653327128897161,0.001002004008016032,0.0,0.6585637114712424,0.5913849992795546,Mid2,0,numNaMo,NaMo
distinctiontribute,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
distinctive,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
distinguished,28,15.0,5.0,8.0,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.0003397123768542634,0.00019992003198720512,0.00028852742813863746,0.006979990693345742,0.00501002004008016,0.009626955475330927,0.43877575705066046,0.20071293012527083,Other,0,numNaMo,NaMo
distinguishing,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0001585324425319896,0.0,0.0,0.003257328990228013,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
distract,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
distress,12,1.0,7.0,4.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,2.2647491790284225e-05,0.00027988804478208716,0.00014426371406931873,0.0004653327128897161,0.007014028056112224,0.0048134777376654635,0.32314316492413875,0.4941353842853601,Mid1,0,numRaGa,RaGa
distribute,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
distributed,9,1.0,0.0,8.0,0.1111111111111111,0.0,0.8888888888888888,2.2647491790284225e-05,0.0,0.00028852742813863746,0.0004653327128897161,0.0,0.009626955475330927,0.046107751206791316,0.0,Didi,0,numDidi,Didi
distributing,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
distribution,41,2.0,2.0,37.0,0.04878048780487805,0.04878048780487805,0.9024390243902439,4.529498358056845e-05,7.996801279488205e-05,0.0013344393551411981,0.0009306654257794322,0.002004008016032064,0.044524669073405534,0.04072263397192632,0.03656860291975082,Didi,30,numDidi,Didi
district,65,12.0,7.0,46.0,0.18461538461538463,0.1076923076923077,0.7076923076923077,0.0002717699014834107,0.00027988804478208716,0.0016590327117971652,0.005583992554676593,0.007014028056112224,0.05535499398315283,0.13378371271762846,0.08939009572640103,Didi,30,numDidi,Didi
distrust,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
disturb,3,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,4.529498358056845e-05,3.9984006397441024e-05,0.0,0.0009306654257794322,0.001002004008016032,0.0,0.7407720144752714,0.44899604167255935,Mid2,0,numNaMo,NaMo
disturbed,7,2.0,5.0,0.0,0.2857142857142857,0.7142857142857143,0.0,4.529498358056845e-05,0.00019992003198720512,0.0,0.0009306654257794322,0.00501002004008016,0.0,0.5783298014284594,0.7303542079635659,RaGa,0,numRaGa,RaGa
disturbing,6,1.0,3.0,2.0,0.16666666666666666,0.5,0.3333333333333333,2.2647491790284225e-05,0.00011995201919232307,7.213185703465936e-05,0.0004653327128897161,0.003006012024048096,0.0024067388688327317,0.33486062072704037,0.44287950827230055,Mid1,0,numRaGa,RaGa
disturbs,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dither,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
divas,2,1.0,0.0,1.0,0.5,0.0,0.5,2.2647491790284225e-05,0.0,3.606592851732968e-05,0.0004653327128897161,0.0,0.0012033694344163659,0.27885906040268454,0.0,Didi,0,numNaMo,NaMo
divaswishing,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
diverse,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
diversify,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
diversity,21,7.0,0.0,14.0,0.3333333333333333,0.0,0.6666666666666666,0.0001585324425319896,0.0,0.0005049229992426155,0.003257328990228013,0.0,0.01684717208182912,0.16201988691752778,0.0,Didi,0,numDidi,Didi
diversityremembering,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
divert,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
divide,8,4.0,3.0,1.0,0.5,0.375,0.125,9.05899671611369e-05,0.00011995201919232307,3.606592851732968e-05,0.0018613308515588645,0.003006012024048096,0.0012033694344163659,0.5541914509814723,0.42882657651374145,Other,0,numNaMo,NaMo
divided,2,1.0,0.0,1.0,0.5,0.0,0.5,2.2647491790284225e-05,0.0,3.606592851732968e-05,0.0004653327128897161,0.0,0.0012033694344163659,0.27885906040268454,0.0,Didi,0,numNaMo,NaMo
dividend,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
dividing,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
divijsharan,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
divine,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
divinity,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
division,5,0.0,3.0,2.0,0.0,0.6,0.4,0.0,0.00011995201919232307,7.213185703465936e-05,0.0,0.003006012024048096,0.0024067388688327317,0.2776787703274672,0.4809537383904223,Mid1,0,numRaGa,RaGa
divisional,2,1.0,0.0,1.0,0.5,0.0,0.5,2.2647491790284225e-05,0.0,3.606592851732968e-05,0.0004653327128897161,0.0,0.0012033694344163659,0.27885906040268454,0.0,Didi,0,numNaMo,NaMo
divisive,3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.00011995201919232307,0.0,0.0,0.003006012024048096,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
divisiveness,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
divya,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
divyang,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0001585324425319896,0.0,0.0,0.003257328990228013,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
diwali,11,11.0,0.0,0.0,1.0,0.0,0.0,0.0002491224096931265,0.0,0.0,0.005118659841786877,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
diwas,6,2.0,3.0,1.0,0.3333333333333333,0.5,0.16666666666666666,4.529498358056845e-05,0.00011995201919232307,3.606592851732968e-05,0.0009306654257794322,0.003006012024048096,0.0012033694344163659,0.4734726146688593,0.506470628679893,Other,0,numRaGa,RaGa
dixit,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
