Name,Tweet,fav_count,lang,retweets,has link,date_time
narendramodi,"Today, India is growing rapidly. This is powered by the hard-work &amp; talent of the people of our nation.

From economy to ease of doing business &amp; from start-ups to satellites, we are achieving great progress in each sector. https://t.co/5AukEcEr5R",10566,en,False,Yes,"Tue, 15 Jan 2019 15:18:45 UTC"
narendramodi,"The tribal communities of Odisha are the pride of the state. We can learn lots from their culture and traditions. 

The NDA Government has taken numerous steps to improve education and sporting facilities, which will directly benefit tribal communities. https://t.co/jgGo2tB6NM",10873,en,False,Yes,"Tue, 15 Jan 2019 13:52:09 UTC"
narendramodi,"We are happy that due to the efforts of the Centre, rail and air connectivity has improved across Odisha. 

With better connectivity, comes more opportunity and faster development. https://t.co/qBqVpNTGFJ",7222,en,False,Yes,"Tue, 15 Jan 2019 13:50:26 UTC"
narendramodi,"Making every effort for Odisha’s progress.

Inaugurated/laid the foundations for projects worth over Rs. 1500 crore. These projects will have a transformative impact on Odisha’s progress.

They will also draw more tourists, who can see the exceptional Odia culture. https://t.co/HPCFznHbsN",10557,en,False,Yes,"Tue, 15 Jan 2019 13:48:39 UTC"
narendramodi,Thank you Kollam for the warm welcome and support. Addressing a rally. Watch. https://t.co/YfPSctMGEb,13760,en,False,Yes,"Tue, 15 Jan 2019 12:21:50 UTC"
narendramodi,Addressing a programme to mark the inauguration of Kollam bypass. https://t.co/1B6tbnvAw7,9579,en,False,Yes,"Tue, 15 Jan 2019 11:38:40 UTC"
narendramodi,"Pariksha Pe Charcha 2.0 will be an interesting conversation with students, parents and teachers on exams, life and more. Participate in this unique contest and get a chance to be there at the event in Delhi! https://t.co/SFxZZNb9Zh",9366,en,False,Yes,"Tue, 15 Jan 2019 09:32:18 UTC"
narendramodi,"Best wishes to all those taking part in #GAvS2019!

May the Summit witness extensive and insightful discussions relating to the aviation sector.

Our Government is actively working on enhancing aviation infrastructure, improving connectivity and making flying more affordable. https://t.co/uTxfvD5KVc",5970,en,False,Yes,"Tue, 15 Jan 2019 09:30:56 UTC"
narendramodi,Euphoric atmosphere at the rally in Balangir. Watch. https://t.co/5sYN7JfRFu,12926,en,False,Yes,"Tue, 15 Jan 2019 05:46:54 UTC"
narendramodi,Furthering ‘Ease of Living’ for Odisha’s citizens. Inaugurating development works in Balangir. https://t.co/qMo8rrAQsg,9674,en,False,Yes,"Tue, 15 Jan 2019 05:02:35 UTC"
narendramodi,"प्रयागराज में आरंभ हो रहे पवित्र कुम्भ मेले की हार्दिक शुभकामनाएं। 

मुझे आशा है कि इस अवसर पर देश-विदेश के श्रद्धालुओं को भारत की आध्यात्मिक, सांस्कृतिक एवं सामाजिक विविधताओं के दर्शन होंगे। 

मेरी कामना है कि अधिक से अधिक लोग इस दिव्य और भव्य आयोजन का हिस्सा बनें। https://t.co/qAxJtNrUPn",26256,hi,False,Yes,"Tue, 15 Jan 2019 00:47:26 UTC"
narendramodi,"सेना दिवस के अवसर पर हमारे जवानों, पूर्व सैनिकों और उनके परिवारों को बहुत-बहुत शुभकामनाएं। हम सभी देशवासियों को अपने सैनिकों के दृढ़ संकल्प एवं समर्पण पर गर्व है। मैं उनके अदम्य साहस एवं वीरता को प्रणाम करता हूं।",40790,hi,False,No,"Tue, 15 Jan 2019 00:45:26 UTC"
narendramodi,In Thiruvananthapuram I would visit the  Sree Padmanabhaswamy Temple. A series of welfare measures for pilgrims would be inaugurated as well.,14865,en,False,No,"Mon, 14 Jan 2019 16:34:29 UTC"
narendramodi,"I look forward to visiting Kerala tomorrow. I would be in Kollam and Thiruvananthapuram for various programmes.

The Kollam bypass on NH-66 would be inaugurated. This project improve the traffic situation and enhance connectivity.",21906,en,False,No,"Mon, 14 Jan 2019 16:33:35 UTC"
narendramodi,"More development works that will be inaugurated are:

Bridge no. 588 between Therubali-Singapur road station.

Passport Sewa Kendras at Jagatsinghpur, Kendrapara, Puri, Kandhamal, Bargarh and Balangir.

Renovation and restoration works at Asurgarh Fort in Kalahandi.",11170,en,False,No,"Mon, 14 Jan 2019 16:32:39 UTC"
narendramodi,"Projects that would be inaugurated include:

28.3 acre Multi Modal Logistics (MMLP) Jharsuguda.

Balangir-Bicchupalli new rail line. 

Electrification of 813 km of Jharsuguda-Vizinagaram and Sambalpur-Angul lines.

Doubling of Barpali-Dungaripali and Balangir-Deogaon road line.",10864,en,False,No,"Mon, 14 Jan 2019 16:31:40 UTC"
narendramodi,"There is something special about Odisha, that draws me to the state so often! 

Tomorrow I will be in Balangir to inaugurate and lay the foundation stones for several development works, which will have a transformative impact on Odisha’s progress.",13138,en,False,No,"Mon, 14 Jan 2019 16:30:53 UTC"
narendramodi,"Happy #Uttarayan. 

May you all scale new heights of progress in the times to come. https://t.co/MpEy6BhyF4",9244,en,False,Yes,"Mon, 14 Jan 2019 07:19:46 UTC"
narendramodi,Greetings on the special occasion of Magh Bihu. https://t.co/o1EiTdlJDa,8216,en,False,Yes,"Mon, 14 Jan 2019 07:17:41 UTC"
narendramodi,Best wishes on Pongal! https://t.co/tZlvGLXgOZ,11025,en,False,Yes,"Mon, 14 Jan 2019 07:16:05 UTC"
narendramodi,#HappyMakarSankranti to everyone! https://t.co/9LnlZWGDiB,11741,en,False,Yes,"Mon, 14 Jan 2019 07:13:38 UTC"
narendramodi,"I have often been a part of the anniversary celebrations of Thuglak but unfortunately, this time I have not been able to. However, I request the readers to send me their questions, which I would be glad to answer in the next issue. @sgurumurthy",9920,en,False,No,"Mon, 14 Jan 2019 06:49:03 UTC"
narendramodi,"Greetings to the readers of Thuglak as the magazine marks its 49th anniversary. 

I also pay my tributes to the fearless and phenomenal Cho Ramaswamy, who nurtured Thuglak and took it to new heights.",17649,en,False,No,"Mon, 14 Jan 2019 06:48:16 UTC"
narendramodi,I want your direct feedback on various issues…take part in the survey on the ‘Narendra Modi Mobile App.' https://t.co/hdshOPnOEY,26442,en,False,Yes,"Mon, 14 Jan 2019 05:55:34 UTC"
narendramodi,Have a great Lohri! https://t.co/ri7yDxJq1d,20423,en,False,Yes,"Sun, 13 Jan 2019 13:05:17 UTC"
narendramodi,"The BJP is the party that can cater to the aspirations of the first time voter. 

Such a voter wants development and not dynasty. 

Such a voter wants performance and not promises. 

Hence, we seek their blessings. https://t.co/W0bnW2LJ41",16982,en,False,Yes,"Sun, 13 Jan 2019 13:02:01 UTC"
narendramodi,"Tamil Nadu has a strong MSME sector and we are proud of the spirit of enterprise the state is blessed with. 

A BJP Karyakarta asked me about the NDA government’s efforts for the sector. 

Here’s what I said. https://t.co/QWavlrlgAb",11361,en,False,Yes,"Sun, 13 Jan 2019 12:59:42 UTC"
narendramodi,Made a request to BJP Karyakartas from all over India. Know what it is. https://t.co/GjIiidTkzc,8852,en,False,Yes,"Sun, 13 Jan 2019 12:57:42 UTC"
narendramodi,A fruitful interaction with Tamil Nadu BJP Karyakartas. Watch. https://t.co/usKt1MJJx9,11412,en,False,Yes,"Sun, 13 Jan 2019 07:03:20 UTC"
narendramodi,Releasing a commemorative coin in honour of Sri Guru Gobind Singh Ji. https://t.co/roj8OyZmOQ,15652,en,False,Yes,"Sun, 13 Jan 2019 05:54:19 UTC"
narendramodi,"I bow to Sri Guru Gobind Singh Ji on his Jayanti.

ਮੈਂ ਸਾਹਿਬ-ਏ-ਕਮਾਲ ਸਰਬੰਸ ਦਾਨੀ ਸਾਹਿਬ ਸ੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਮਹਾਰਾਜ ਜੀ ਦੇ ਪ੍ਰਕਾਸ਼ ਪੁਰਬ ਦੀ ਸਮੂਹ ਸੰਗਤਾਂ ਨੂੰ ਵਧਾਈ ਦਿੰਦਾ ਹਾਂ ਤੇ ਗੁਰੂ ਸਾਹਿਬ ਅੱਗੇ ਸੀਸ ਝੁਕਾਉਂਦਾ ਹਾਂ। https://t.co/Pt4k2BgLDS",20836,pa,False,Yes,"Sun, 13 Jan 2019 03:38:59 UTC"
narendramodi,"यह लड़ाई सल्तनत और संविधान में आस्था रखने वाले लोगों के बीच है। एक तरफ वे लोग हैं जिन्हें हर हाल में केवल अपनी सल्तनत बचाए रखनी है और दूसरी तरफ हम लोग हैं, जो बाबासाहेब अंबेडकर के संविधान को मानते हैं, उसके अनुसार चलते है। https://t.co/LKMeQffZ47",25321,hi,False,Yes,"Sat, 12 Jan 2019 13:49:50 UTC"
narendramodi,"देश मजबूत सरकार चाहता है, वो मजबूर सरकार चाहते हैं… https://t.co/Wi0JMI9a2V",18110,hi,False,Yes,"Sat, 12 Jan 2019 13:49:11 UTC"
narendramodi,"We have come a long way.

Back in the day, aeroplanes would wait to escort middlemen who were close to one party and one family.

Now, middlemen are being forced to return to India.

What they looted will have to be returned and those for whom they looted will be punished. https://t.co/Ummbdonp0b",18773,en,False,Yes,"Sat, 12 Jan 2019 13:48:20 UTC"
narendramodi,"There is a Common Process, and there is a Congress Process.

The Congress Process encouraged favouritism, corruption, nepotism and compromised India’s welfare.

After coming to power, we transformed the processes and the results are for everyone to see. https://t.co/n3py4jIM5G",12311,en,False,Yes,"Sat, 12 Jan 2019 11:11:16 UTC"
narendramodi,"हमें काम से मतलब है, विपक्ष को नाम से मतलब है। फर्क साफ है। https://t.co/oA0TEVAuru",13358,hi,False,Yes,"Sat, 12 Jan 2019 11:10:26 UTC"
narendramodi,"भाजपा किसानों के साथ कंधे से कंधा मिलाकर खड़ी है। 

अपने अन्नदाता को हम नए भारत की नई ऊर्जा का वाहक बनाना चाहते हैं। https://t.co/w4AHVQWgVA",10033,hi,False,Yes,"Sat, 12 Jan 2019 11:10:12 UTC"
narendramodi,"We want India’s youth to express and excel. 

The Government is creating an environment that gives our Yuva Shakti the platform to showcase their skills as well as talents. https://t.co/9805cqZg0l",8399,en,False,Yes,"Sat, 12 Jan 2019 11:09:55 UTC"
narendramodi,"भारतीय जनता पार्टी का एक ही मकसद है विकास। 

विकास के हमारे मंत्र का मूल है, सबका साथ, सबका विकास और एक भारत, श्रेष्ठ भारत। https://t.co/KpVNl4UYLC",13564,hi,False,Yes,"Sat, 12 Jan 2019 11:09:22 UTC"
narendramodi,"बीते चार-साढ़े चार वर्षों में जिस तरह भाजपा ने केंद्र और राज्यों में सरकारें चलाई हैं, उसने जनमानस में यह स्थापित कर दिया है कि देश को अगर नई ऊँचाई पर कोई राजनीतिक दल ले जा सकता है, तो वो भारतीय जनता पार्टी ही है। https://t.co/wZzJEI0zfB",10524,hi,False,Yes,"Sat, 12 Jan 2019 11:09:06 UTC"
narendramodi,Addressing the @BJP4India meeting in Delhi. Watch. https://t.co/TCdqAE7XG8,14779,en,False,Yes,"Sat, 12 Jan 2019 08:09:32 UTC"
narendramodi,"The thoughts and ideals of #SwamiVivekananda inspire and energise crores of Indians, particularly our youth. 

It is from him that we draw the motivation of building an India that is strong, vibrant, inclusive and an India that takes global leadership in several areas.",28846,en,False,No,"Sat, 12 Jan 2019 02:20:13 UTC"
narendramodi,"“Arise, awake and stop not till the goal is reached.”

Remembering these powerful words, and the rich thoughts of the venerable #SwamiVivekananda on his Jayanti.

He emphasised on the ideals of service and renunciation. 

His belief in Yuva Shakti was unwavering. https://t.co/Wbx9nBlGkP",23235,en,False,Yes,"Sat, 12 Jan 2019 02:16:53 UTC"
narendramodi,Attended the @BJP4India National Convention in Delhi today. https://t.co/sxFIK6tR5I,23879,en,False,Yes,"Fri, 11 Jan 2019 16:11:06 UTC"
narendramodi,"A TN BJP Karyakarta asked me about the record corruption in the Congress years, which was implicitly admitted by a former PM of their party and the honest, pro-people governance under NDA.

This is what I said to him. https://t.co/YZUTbFloDZ",17735,en,False,Yes,"Fri, 11 Jan 2019 03:26:58 UTC"
narendramodi,"UPA did not bother about our defence sector. 

They were always looking for deals, and so, naturally the nation suffered. https://t.co/Wvs8v94RQO",7792,en,False,Yes,"Fri, 11 Jan 2019 03:25:08 UTC"
narendramodi,"I consider it my privilege that I got the opportunity to work for my sisters and brothers of Tamil Nadu.

Here are some of the efforts undertaken by the Central Government. https://t.co/VxZjALYy5Z",8155,en,False,Yes,"Fri, 11 Jan 2019 03:23:45 UTC"
narendramodi,"Collect, verify and correct.

Know what I said about how more technology has made access to information easier but also places a great responsibility on us. https://t.co/I2U4m4nT7K",10556,en,False,Yes,"Fri, 11 Jan 2019 03:22:25 UTC"
narendramodi,"A BJP Karyakarta asked me about possible alliances in Tamil Nadu.

Here is what I said. https://t.co/t2Myydl63g",8699,en,False,Yes,"Fri, 11 Jan 2019 03:21:18 UTC"
narendramodi,"Commendable decisions taken by the GST council, which will greatly help MSMEs, traders and the services sector.

We remain committed to a simple and people-friendly GST. https://t.co/L4b4bufe1J",24526,en,False,Yes,"Thu, 10 Jan 2019 16:18:17 UTC"
narendramodi,Talking to BJP Karyakartas from Tamil Nadu. Watch the interaction. https://t.co/sfvUovw3bJ,12003,en,False,Yes,"Thu, 10 Jan 2019 07:17:37 UTC"
narendramodi,"It is in the Himalayas that I learnt about oneness with nature. The mighty mountains also taught me the importance of humility.

Here is the second part of my chat with @HumansOfBombay, where I talk about an interesting phase of my life.

https://t.co/yaTXrXn7dO",19063,en,False,Yes,"Thu, 10 Jan 2019 02:55:19 UTC"
narendramodi,"By passing The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019, we pay tributes to the makers of our Constitution and the great freedom fighters, who envisioned an India that is strong and inclusive.",30814,en,False,No,"Wed, 09 Jan 2019 17:05:49 UTC"
narendramodi,"Passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in both Houses of Parliament is a victory for social justice.

It ensures a wider canvas for our Yuva Shakti to showcase their prowess and contribute towards India’s transformation.",19656,en,False,No,"Wed, 09 Jan 2019 17:05:11 UTC"
narendramodi,"Delighted the Rajya Sabha has passed The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019. 

Glad to see such widespread support for the Bill. 

The House also witnessed a vibrant debate, where several members expressed their insightful opinions.",33903,en,False,No,"Wed, 09 Jan 2019 17:03:54 UTC"
narendramodi,"These pictures from Agra indicate the affection towards BJP.

The working of the Central Government and UP Government have endeared our Party to the people. 

Opportunist alliances will never be accepted by people. https://t.co/3tpNdzuZJQ",10482,en,False,Yes,"Wed, 09 Jan 2019 14:54:05 UTC"
narendramodi,"भ्रष्टाचार के खिलाफ साढ़े चार साल पहले आपने मुझे जो जनादेश दिया था, उस पर मैं पूरी क्षमता से खरा उतरने का प्रयास कर रहा हूं। 

इस कारण कैसे इस चौकीदार के खिलाफ कुछ लोग इकट्ठा होना शुरू हो गए हैं। https://t.co/SpkAM1XOwt",16822,hi,False,Yes,"Wed, 09 Jan 2019 14:51:48 UTC"
narendramodi,"वर्षों से आगरा के लोगों की एक मांग थी, जिसे हमारी सरकार को पूरा करने का सौभाग्य मिला है। 

जानिए, मैं किस मांग की बात कर रहा हूं। https://t.co/8fVZcGNEqm",10154,hi,False,Yes,"Wed, 09 Jan 2019 14:51:18 UTC"
narendramodi,"We are not only cleaning our villages and cities but also the corridors of power from the dirt of corruption and middlemen. No wonder, those who think it’s their divine right to rule dislike me vehemently. 

I will continue to clean the system and ensure transparency. https://t.co/iX8Qn0hcMR",17621,en,False,Yes,"Wed, 09 Jan 2019 14:38:33 UTC"
narendramodi,"Those who remained in power for several decades never accorded priority to ensuring housing for all. 

On the contrary, their lack of concern forced people to be homeless. 

The last 4 years witnessed record construction of houses, guided by a people-centric approach. https://t.co/vhAjQAnAD9",8072,en,False,Yes,"Wed, 09 Jan 2019 14:38:02 UTC"
narendramodi,Sharing some pictures from the massive gathering in Solapur. https://t.co/kx6PCbG4BM,7381,en,False,Yes,"Wed, 09 Jan 2019 14:36:00 UTC"
narendramodi,"More sports, better health and a fitter nation! 

#5MinuteAur is a great effort that will further fitness levels across India. 

It’s also wonderful to see noted athletes talk about their own experiences vis-à-vis spending more time on the field. @kheloindia",10521,en,False,No,"Wed, 09 Jan 2019 14:09:26 UTC"
narendramodi,"My best wishes to all young friends taking part in the Khelo India Youth Games, which are beginning in Pune today. 

May this tournament showcase the best sporting talent and give our youth a platform to fulfil their sporting dreams. @kheloindia",10694,en,False,No,"Wed, 09 Jan 2019 14:08:00 UTC"
narendramodi,Furthering ‘Ease of Living’ for people of Agra through development works.   Watch my speech. https://t.co/1YJaIvDjXQ,13432,en,False,Yes,"Wed, 09 Jan 2019 11:12:13 UTC"
narendramodi,Hello Solapur!   Glad to be in this wonderful city. Addressing a public meeting. Watch. https://t.co/ZBo0n8suQ4,15276,en,False,Yes,"Wed, 09 Jan 2019 06:32:32 UTC"
narendramodi,"We are resolutely committed to the principle of ‘Sabka Saath, Sabka Vikas.’ 

It is our endeavour to ensure that every poor person, irrespective of caste or creed gets to lead a life of dignity, and gets access to all possible opportunities.",37667,en,False,No,"Tue, 08 Jan 2019 17:24:23 UTC"
narendramodi,"I thank MPs from all the parties who supported The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha. 

I also appreciate those MP colleagues who enriched today’s debate with their views.",23645,en,False,No,"Tue, 08 Jan 2019 17:23:11 UTC"
narendramodi,"The passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha is a landmark moment in our nation’s history. 

It sets into motion the process to achieve an effective measure that ensures justice for all sections of society.",22149,en,False,No,"Tue, 08 Jan 2019 17:22:40 UTC"
narendramodi,"Attended the Inaugural Session of #Raisina2019, addressed by PM @erna_solberg. 

She shared insightful views on several subjects. @raisinadialogue https://t.co/yuYygW4Nv0",7829,en,False,Yes,"Tue, 08 Jan 2019 14:09:02 UTC"
narendramodi,"In Agra, the foundation stones for the following projects will be laid:

Integrated Command and Control Centre for Agra Smart City. 

Upgradation of SN Medical College, Agra. 

Various other development projects.",12598,en,False,No,"Tue, 08 Jan 2019 14:06:31 UTC"
narendramodi,"Tomorrow, I look forward to being among the people of Agra. The Gangajal Project pertaining to water supply will be inaugurated. It will improve the water supply, benefiting Agra residents and tourists. Projects relating to health, sanitation, education will also be inaugurated.",17342,en,False,No,"Tue, 08 Jan 2019 14:00:34 UTC"
narendramodi,"My discussions with PM @erna_solberg revolved around fulfilling Sustainable Development Goals, boost economic times, aspects of the ocean economy and deepening cultural ties. India and Norway look forward to cooperating on a wide range of issues, for the benefit of our citizens. https://t.co/UXOiYWjwod",7691,en,False,Yes,"Tue, 08 Jan 2019 13:59:14 UTC"
narendramodi,"During my recent visit to Mumbai, I sat down with the team of @HumansOfBombay and interacted with them about aspects of my life. 

Here is the first of the five part series. 

https://t.co/EBfaRZJIXD",7639,en,False,Yes,"Tue, 08 Jan 2019 11:01:05 UTC"
narendramodi,The development projects will improve connectivity in Solapur and surrounding areas. The housing project will particularly help Beedi and textile workers. Sanitation and sewerage facilities will also improve. We are committed to furthering ‘Ease of Living’ for our citizens.,11641,en,False,No,"Tue, 08 Jan 2019 10:59:17 UTC"
narendramodi,"The foundation stones of the following works will also be laid in Solapur:

Underground Sewerage System under AMRUT Mission.
Improvement in Water Supply and Sewerage System.
Augmentation of Drinking Water Supply from Ujani Dam to Solapur City.
These will greatly benefit citizens.",14104,en,False,No,"Tue, 08 Jan 2019 10:58:47 UTC"
narendramodi,"I look forward to visiting Solapur tomorrow in connection with following development works:
Dedication of four-laning of Solapur-Osmanabad section of NH-211. 
Foundation Stone of 30,000 houses under PMAY. 
 Launch of underground Sewerage System, and three Sewage Treatment Plants.",11729,en,False,No,"Tue, 08 Jan 2019 10:58:21 UTC"
narendramodi,"Looking good, @ianuragthakur! https://t.co/mT28nAvH8d",22071,en,False,Yes,"Tue, 08 Jan 2019 10:57:08 UTC"
narendramodi,"Dear Hrithik, praying for the good health of Shri Rakesh Roshan Ji. He is a fighter and I am sure he will face this challenge with utmost courage. @RakeshRoshan_N https://t.co/Z0IaYSS4A4",15989,en,False,Yes,"Tue, 08 Jan 2019 10:56:34 UTC"
narendramodi,Addressing the press with PM @erna_solberg. We had fruitful talks on strengthening India-Norway ties. https://t.co/gdnzktTOWr,13119,en,False,Yes,"Tue, 08 Jan 2019 07:53:36 UTC"
narendramodi,"A historic cricketing accomplishment in Australia! 

Congratulations to the Indian Cricket Team for the hard-fought and richly deserved series victory. 

The series witnessed some memorable performances and solid teamwork. 

Best wishes for the various games ahead.",62729,en,False,No,"Mon, 07 Jan 2019 06:31:54 UTC"
narendramodi,"Never underestimate a BJP Karyakarta. 

Our party is guided by the motive of serving Bharat Mata. 

We are not here for power. We aren’t here to perpetuate family rule or build a fortune. 

Our Karyakartas are our family. They are our fortune. https://t.co/6mWhvvFu7z",23539,en,False,Yes,"Sun, 06 Jan 2019 12:33:20 UTC"
narendramodi,"BJP Karyakartas across AP were asking me about the interface between political parties and the media. 

Here’s what I said. I urge friends in the media hear it as well. 

I also recalled a memory from 2001 when I was working in the Party organisation. https://t.co/fdJUuBQf8N",11215,en,False,Yes,"Sun, 06 Jan 2019 12:31:48 UTC"
narendramodi,"People across AP are realising the lies of TDP and the state government. 

The CM has betrayed the great NTR twice. 

Telugu pride is about working for the people diligently, not focusing on son-rise and corruption. https://t.co/PitGrCiV6y",13204,en,False,Yes,"Sun, 06 Jan 2019 12:29:12 UTC"
narendramodi,Best wishes to Himachal Pradesh CM Shri Jairam Thakur. He has been working hard to develop Himachal Pradesh and empower the poor. I pray for his long and healthy life. @jairamthakurbjp,14347,en,False,No,"Sun, 06 Jan 2019 12:23:24 UTC"
narendramodi,Addressing the hardworking Andhra Pradesh BJP Karyakartas. Watch. https://t.co/SdKnhmoU22,12301,en,False,Yes,"Sun, 06 Jan 2019 07:13:52 UTC"
narendramodi,"Thank you Baripada for the great welcome. 

Here are pictures from the rally. https://t.co/f6GB2GM8ZL",16681,en,False,Yes,"Sat, 05 Jan 2019 15:25:36 UTC"
narendramodi,Ayushman Bharat has revolutionised our health sector and is being widely praised all over. It has enabled a healthier life for the poor and downtrodden. I once again appeal to the Odisha Government to be a part of this scheme. They should forget politics and think of the poor.,23879,en,False,No,"Sat, 05 Jan 2019 15:23:07 UTC"
narendramodi,Quickening Odisha’s growth. https://t.co/QKLTOYY7DY,6131,en,False,Yes,"Sat, 05 Jan 2019 15:22:31 UTC"
narendramodi,Talked at length about Mission Indradhanush and how it manifests a new approach towards women and child welfare. https://t.co/cHKLfDm86X,6789,en,False,Yes,"Sat, 05 Jan 2019 15:22:18 UTC"
narendramodi,"The great Odia culture always gives topmost importance to women empowerment. 

However, the current Government in Odisha has not worked hard for the welfare of the state’s Nari Shakti. https://t.co/miirjdgpFe",8857,en,False,Yes,"Sat, 05 Jan 2019 15:21:46 UTC"
narendramodi,"From Baripada in Odisha, here is how we paid tributes to the phenomenal men and women who fought valiantly for India’s freedom. https://t.co/vYCWdkYZ9n",6969,en,False,Yes,"Sat, 05 Jan 2019 15:21:00 UTC"
narendramodi,"हमारे लिए किसान अन्नदाता हैं, उनके लिए वोटबैंक।

जब किसानों को कोई सिर्फ वोटबैंक समझता है तब वो आधी-अधूरी कर्जमाफी से आगे नहीं सोच पाता।

हम यह सुनिश्चित करना चाहते हैं कि किसानों के ऊपर आर्थिक बोझ न रहे। उन्हें सिंचाई और तकनीक की बेहतर सुविधा मिले, जिससे उनकी आय दोगुनी हो। https://t.co/4vG7ikbUqT",27529,hi,False,Yes,"Sat, 05 Jan 2019 13:43:44 UTC"
narendramodi,"जब सरकार बिना भ्रष्टाचार के साफ नीयत से काम करती है तो परिणाम दिखता है।

एक सिंचाई परियोजना जिसे दशकों पहले पूरा हो जाना चाहिए था, उसे कांग्रेस की सरकारों ने लगातार लटकाए रखा। 

हमने किसानों के कल्याण के लिए बड़ी सिंचाई परियोजनाओं को पुनर्जीवित किया है। https://t.co/MW7slZqCXl",16029,hi,False,Yes,"Sat, 05 Jan 2019 13:37:49 UTC"
narendramodi,"We have transformed the housing sector. More houses are being built with better facilities, allocated without favouritism and aimed at women empowerment. 

Congress built few houses, allowed middlemen to make merry and named schemes after members of one family! https://t.co/bKdYGKrymN",8533,en,False,Yes,"Sat, 05 Jan 2019 13:34:57 UTC"
narendramodi,Odisha supports BJP’s development agenda. Speaking at a huge rally in Baripada. Watch. https://t.co/70ixYEncUD,11006,en,False,Yes,"Sat, 05 Jan 2019 10:32:05 UTC"
narendramodi,"Enhancing Jharkhand’s progress, reviving key projects. Addressing a public meeting in Palamu, Jharkhand. https://t.co/AP05rqtqZ3",11570,en,False,Yes,"Sat, 05 Jan 2019 06:22:38 UTC"
narendramodi,"हमारे वरिष्ठ नेता, प्रखर विद्वान और पार्टी संगठन की मजबूती में अहम भूमिका निभाने वाले आदरणीय मुरली मनोहर जोशी जी को उनके जन्मदिन की बहुत-बहुत शुभकामनाएं। मैं उनके अच्छे स्वास्थ्य और लंबी आयु की कामना करता हूं।",38565,hi,False,No,"Sat, 05 Jan 2019 04:32:53 UTC"
narendramodi,"অবিস্মৰণীয় আদৰণিৰ বাবে মই সমগ্ৰ অসমবাসী ভাই-ভনীলৈ ধন্যবাদ জনাইছো । শিলচৰৰ এই আলোকচিত্ৰ সমূহে উৎসাহ-উদ্দীপনাৰ গভীৰতাক প্ৰতিফলিত কৰিছে। 

I thank my sisters and brothers of Assam for the memorable welcome. 

These pictures from Silchar indicate the level of enthusiasm. https://t.co/maFm0Ky7wI",12036,und,False,Yes,"Fri, 04 Jan 2019 15:39:53 UTC"
narendramodi,"A few days ago, we took a historic decision for the people of Assam. 

This will go a long way in preserving the unique culture of Assam. https://t.co/4RE9vRJ5PL",13628,en,False,Yes,"Fri, 04 Jan 2019 15:37:11 UTC"
narendramodi,The Citizenship Amendment Bill of 2016 is a sincere attempt to remove the injustices done in the past. https://t.co/Pr2RE9O6Rb,6206,en,False,Yes,"Fri, 04 Jan 2019 15:36:42 UTC"
narendramodi,My categorical assurance to my sisters and brothers of Assam regarding the NRC. https://t.co/KFWWQurYKY,7885,en,False,Yes,"Fri, 04 Jan 2019 15:36:04 UTC"
narendramodi,"In Imphal, paid tributes to the rich history and culture of Manipur including the bravery of people from this land in the freedom struggle. 

Also talked about efforts to create better sporting infrastructure for the state’s youth. https://t.co/IN11aEzbYT https://t.co/ayeXL3Hycp",5648,en,False,Yes,"Fri, 04 Jan 2019 15:28:12 UTC"
narendramodi,"A paradigm shift in the way projects are initiated and completed. 

Happy to share that work on several projects, including the FCI Food Storage Godown at Sawombung started after 2014 and they have been completed.

 This ensures fast paced development. https://t.co/r1VqdEZ189",6917,en,False,Yes,"Fri, 04 Jan 2019 15:25:02 UTC"
narendramodi,"The Integrated Check Post at Moreh, which has been inaugurated today will offer a wide range of facilities to the people.

The Dolaithabi Barrage project was conceived in 1987 but work began at full pace only after 2014 and it was inaugurated today. https://t.co/he4U9ayO2d",7329,en,False,Yes,"Fri, 04 Jan 2019 15:21:48 UTC"
narendramodi,"When it comes to the development of the Northeast, our Government has left no stone unturned. 

The contrast with previous Congress Governments, and the result of our efforts are for everyone to see. https://t.co/jsqbgyx8qc",9237,en,False,Yes,"Fri, 04 Jan 2019 15:20:32 UTC"
narendramodi,"Defence Minister @nsitharaman's speech in the Parliament demolishes the campaign of calumny on Rafale. Must watch!

https://t.co/xDoz68QfRU

https://t.co/LHokukTx9r",30612,en,False,Yes,"Fri, 04 Jan 2019 12:44:46 UTC"
narendramodi,"Shri @arunjaitley's intervention on Jammu &amp; Kashmir is incisive and informative. Do watch!
https://t.co/pPXV4yewX9",11484,en,False,Yes,"Fri, 04 Jan 2019 12:39:37 UTC"
narendramodi,Happy to be among the people of Assam. Watch my speech at Silchar. https://t.co/QQGuOz6Eh0,11791,en,False,Yes,"Fri, 04 Jan 2019 09:56:05 UTC"
narendramodi,A boost to Manipur's growth.   Inaugurating key development projects in Imphal. Watch. https://t.co/jek1hQYoKr,12877,en,False,Yes,"Fri, 04 Jan 2019 07:29:30 UTC"
